date,island,no,lat,lon,id,collar,organ,status,sheet,sheet_corolla_id,fold_state,corolla_length_mm,corolla_width_obs_mm,corolla_area_obs_mm2,corolla_width_fulleq_mm,corolla_area_fulleq_mm2,roi_source,match_iou,has_nectar_guide,guide_coverage_pct,organ_length_mm,qc_flag,throat_width_mm,mouth_width_mm,corolla_aspect_L_W,tube_flare_W_throat,lobe_incision_mm,lobe_incision_ratio,organ_corolla_ratio,organ_status_check
2026.7.6,toshima,2,34.53157,139.27893,7,109,109,p,toshima2-3,4,folded_half,21.76,18.46,302.4,36.92,604.8,iphone,0.948,1,0.73,13.58,,25.32,35.05,0.59,1.46,5.11,0.23,0.62,
2026.7.6,toshima,2,34.53157,139.27893,7,110,110,s,toshima2-3,5,folded_half,19.47,15.41,242.7,30.82,485.4,iphone,0.915,1,3.3,11.59,,18.97,29.97,0.63,1.63,2.62,0.13,0.6,
2026.7.6,toshima,2,34.53157,139.27893,8,111,111,s,toshima2-3,6,folded_half,34.12,22.69,637.7,45.38,1275.4,iphone,0.92,1,10.51,21.33,,31.83,44.03,0.75,1.43,5.63,0.17,0.63,
2026.7.6,toshima,2,34.53157,139.27893,8,112,112,s,toshima2-3,7,folded_half,33.36,22.18,633.4,44.36,1266.8,iphone,0.903,1,5.96,19.42,,28.96,43.52,0.75,1.53,4.38,0.13,0.58,
2026.7.6,toshima,2,34.53157,139.27893,9,113,113,s,toshima2-3,8,folded_half,36.15,22.94,655.1,45.88,1310.2,iphone,0.92,1,4.68,21.03,,28.11,44.03,0.79,1.63,5.04,0.14,0.58,
2026.7.6,toshima,2,34.53157,139.27893,9,114,114,p,toshima2-3,9,folded_half,34.54,24.55,643.9,49.1,1287.8,iphone,0.887,1,5.02,17.87,,31.33,39.45,0.7,1.57,8.3,0.24,0.52,
2026.7.6,toshima,2,34.53157,139.27893,10,115,115,s,toshima2-3,10,folded_half,28.19,22.78,508.1,45.56,1016.2,iphone,0.914,1,0.39,16.85,,26.67,44.87,0.62,1.71,5.05,0.18,0.6,
2026.7.6,toshima,2,34.53157,139.27893,10,116,116,s,toshima2-3,11,folded_half,27.6,21.34,422.4,42.68,844.8,iphone,0.903,1,0.83,18.45,,21.0,41.32,0.65,2.03,3.81,0.14,0.67,
2026.7.6,toshima,2,34.53157,139.27893,11,117,117,p,toshima2-3,12,folded_half,28.36,24.13,523.7,48.26,1047.4,iphone,0.874,0,0.15,18.31,,29.8,45.21,0.59,1.62,5.67,0.2,0.65,
2026.7.6,toshima,3,34.5314,139.27907,1,118,118,p,toshima2-3,13,folded_half,28.11,24.13,501.5,48.26,1003.0,iphone,0.902,1,0.87,16.64,,25.48,47.58,0.58,1.89,5.86,0.21,0.59,
2026.7.6,toshima,3,34.5314,139.27907,1,119,119,p,toshima2-3,14,folded_half,30.65,25.06,592.4,50.12,1184.8,iphone,0.896,1,0.26,15.17,,26.92,48.6,0.61,1.86,4.57,0.15,0.49,
2026.7.6,toshima,3,34.5314,139.27907,2,120,120,p,toshima2-3,15,folded_half,32.85,25.99,637.3,51.98,1274.6,iphone,0.928,1,0.55,18.94,,31.83,50.12,0.63,1.63,6.35,0.19,0.58,
2026.7.6,toshima,3,34.5314,139.27907,2,121,121,s,toshima2-3,16,folded_half,30.06,24.89,584.3,49.78,1168.6,iphone,0.922,1,0.58,18.68,,28.02,49.11,0.6,1.78,4.5,0.15,0.62,
2026.7.6,toshima,3,34.5314,139.27907,3,122,122,p,toshima3-6,1,folded_half,24.72,22.01,457.2,44.02,914.4,iphone,0.928,1,0.63,15.01,,29.97,36.66,0.56,1.47,5.67,0.23,0.61,
2026.7.6,toshima,3,34.5314,139.27907,3,123,123,p,toshima3-6,2,folded_half,27.43,19.9,432.4,39.8,864.8,iphone,0.91,0,0.14,15.73,,24.38,38.95,0.69,1.63,3.89,0.14,0.57,
2026.7.6,toshima,3,34.5314,139.27907,4,124,124,s,toshima3-6,3,folded_half,21.0,16.68,291.9,33.36,583.8,iphone,0.93,1,2.09,12.75,,24.47,31.24,0.63,1.36,3.73,0.18,0.61,
2026.7.6,toshima,3,34.5314,139.27907,4,125,125,p,toshima3-6,4,folded_half,24.72,17.53,351.0,35.06,702.0,iphone,0.917,1,10.41,14.55,,25.74,34.37,0.71,1.36,3.33,0.13,0.59,
2026.7.6,toshima,3,34.5314,139.27907,5,126,126,s,toshima3-6,5,opened_full,26.92,41.57,729.9,41.57,729.9,iphone,0.892,0,0.0,17.9,,22.69,34.08,0.65,1.83,7.95,0.3,0.66,
2026.7.6,toshima,3,34.5314,139.27907,5,127,127,s,toshima3-6,6,folded_half,19.13,15.58,243.6,31.16,487.2,iphone,0.926,0,0.0,14.52,,21.17,26.16,0.61,1.47,3.97,0.21,0.76,
2026.7.6,toshima,4,34.5157985,139.27774,1,128,128,s,toshima3-6,7,folded_half,32.26,26.42,676.8,52.84,1353.6,iphone,0.856,1,4.71,23.1,,27.6,50.8,0.61,1.91,4.74,0.15,0.72,
2026.7.6,toshima,4,34.5157985,139.27774,1,129,129,s,toshima3-6,8,folded_half,32.43,25.91,612.7,51.82,1225.4,iphone,0.928,1,3.0,22.45,,28.28,50.04,0.63,1.83,4.15,0.13,0.69,
2026.7.6,toshima,5,34.5316887,139.2788761,1,130,130,p,toshima3-6,9,folded_half,35.73,26.16,760.6,52.32,1521.2,iphone,0.911,1,0.27,18.94,,36.24,51.31,0.68,1.44,4.93,0.14,0.53,
2026.7.6,toshima,5,34.5316887,139.2788761,1,131,131,s,toshima3-6,10,folded_half,31.07,23.45,538.9,46.9,1077.8,iphone,0.939,1,0.2,17.49,,24.72,45.21,0.66,1.9,4.91,0.16,0.56,
2026.7.6,toshima,5,34.5316887,139.2788761,2,132,132,s,toshima3-6,11,folded_half,31.33,27.18,701.9,54.36,1403.8,iphone,0.96,1,0.62,19.42,,34.54,53.26,0.58,1.57,2.54,0.08,0.62,
2026.7.6,toshima,5,34.5316887,139.2788761,2,133,133,p,toshima3-6,12,folded_half,34.46,26.08,760.1,52.16,1520.2,iphone,0.952,1,0.29,19.93,,36.75,51.99,0.66,1.42,2.4,0.07,0.58,
2026.7.6,toshima,6,34.5316887,139.2788761,1,134,134,p,toshima3-6,13,folded_half,31.07,19.56,515.3,39.12,1030.6,iphone,0.935,1,6.95,18.34,,28.45,37.42,0.79,1.38,3.42,0.11,0.59,
2026.7.6,toshima,6,34.5316887,139.2788761,1,135,135,s,toshima3-6,14,folded_half,26.84,18.46,419.3,36.92,838.6,iphone,0.94,1,6.34,18.44,,27.94,35.56,0.73,1.32,3.39,0.13,0.69,
2026.7.6,toshima,6,34.5316887,139.2788761,2,136,136,p,toshima3-6,15,folded_half,28.45,22.94,498.6,45.88,997.2,iphone,0.954,1,1.34,15.79,,29.46,44.87,0.62,1.56,5.5,0.19,0.56,
2026.7.6,toshima,6,34.5316887,139.2788761,3,137,137,s,toshima6-8,1,folded_half,26.67,21.51,445.6,43.02,891.2,iphone,0.892,1,16.25,18.05,,27.26,41.15,0.62,1.58,5.59,0.21,0.68,
2026.7.6,toshima,6,34.5316887,139.2788761,3,138,138,p,toshima6-8,2,folded_half,25.82,21.67,437.4,43.34,874.8,iphone,0.897,1,15.17,14.92,,25.48,43.18,0.6,1.7,3.96,0.15,0.58,
2026.7.6,toshima,6,34.5316887,139.2788761,4,139,139,p,toshima6-8,3,opened_full,26.92,38.61,747.3,38.61,747.3,iphone,0.946,1,1.84,20.2,,23.54,29.84,0.7,1.64,8.81,0.33,0.75,
2026.7.6,toshima,6,34.5316887,139.2788761,4,140,140,s,toshima6-8,4,folded_half,26.59,19.3,424.3,38.6,848.6,iphone,0.933,1,3.01,17.41,,28.96,38.27,0.69,1.33,3.64,0.14,0.65,
2026.7.6,toshima,7,34.5250753,139.2702766,1,141,141,s,toshima6-8,5,folded_half,28.11,23.11,524.2,46.22,1048.4,iphone,0.926,1,10.46,18.38,,30.73,45.55,0.61,1.5,4.23,0.15,0.65,
2026.7.6,toshima,7,34.5250753,139.2702766,1,142,142,p,toshima6-8,6,folded_half,32.51,24.72,679.8,49.44,1359.6,iphone,0.924,1,7.62,21.59,,27.43,47.41,0.66,1.8,4.15,0.13,0.66,
2026.7.6,toshima,7,34.5250753,139.2702766,2,143,143,p,toshima6-8,7,folded_half,28.96,24.21,577.7,48.42,1155.4,iphone,0.898,1,6.24,20.48,,29.13,46.23,0.6,1.66,4.39,0.15,0.71,
2026.7.6,toshima,7,34.5250753,139.2702766,2,144,144,s,toshima6-8,8,folded_half,23.71,21.0,404.6,42.0,809.2,iphone,0.889,1,6.61,18.68,,22.35,40.13,0.56,1.88,2.37,0.1,0.79,
2026.7.6,toshima,8,34.52831,139.2711,1,145,145,s,toshima6-8,9,folded_half,32.34,26.08,671.5,52.16,1343.0,iphone,0.87,1,2.56,21.52,,30.56,50.88,0.62,1.71,5.18,0.16,0.67,
2026.7.6,toshima,8,34.52831,139.2711,2,146,146,p,toshima6-8,10,folded_half,31.16,34.04,766.7,68.08,1533.4,iphone,0.819,1,0.36,17.82,,34.04,61.3,0.46,2.0,6.1,0.2,0.57,
2026.7.6,toshima,8,34.52831,139.2711,2,147,147,s,toshima6-8,11,folded_half,32.68,29.13,721.2,58.26,1442.4,iphone,0.888,1,0.19,18.78,,31.07,58.59,0.56,1.87,6.6,0.2,0.57,
2026.7.6,toshima,8,34.52831,139.2711,3,148,148,s,toshima6-8,12a,folded_half,34.46,30.4,755.5,60.8,1511.0,hand,,1,3.39,16.78,split_from_merged_pair,38.27,59.94,0.57,1.59,7.45,0.22,0.49,
2026.7.6,toshima,8,34.52831,139.2711,4,150,150,s,toshima6-8,13,folded_half,32.51,26.08,714.8,52.16,1429.6,iphone,0.811,1,0.35,20.43,,26.67,50.63,0.62,1.96,6.69,0.21,0.63,
2026.7.6,toshima,8,34.52831,139.2711,4,151,151,s,toshima6-8,14,folded_half,35.98,26.92,826.0,53.84,1652.0,iphone,0.88,1,0.49,21.27,,29.63,51.65,0.67,1.82,0.76,0.02,0.59,
2026.7.6,toshima,8,34.52831,139.2711,5,152,152,s,toshima6-8,15,folded_half,28.87,22.18,487.4,44.36,974.8,iphone,0.875,0,0.05,16.64,,16.43,46.74,0.65,2.7,5.5,0.19,0.58,
2026.7.6,toshima,8,34.52831,139.2711,5,149,149,p,toshima6-8,12b,folded_half,33.96,26.27,642.3,52.54,1284.6,hand,,0,0.01,21.33,split_from_merged_pair,31.92,51.31,0.65,1.65,5.38,0.16,0.63,
2026.7.7,niijima,1,34.36122,139.25633,1,153,153,p,niijiama1-2,1,folded_half,32.77,23.54,577.9,47.08,1155.8,iphone,0.919,1,3.0,17.77,,39.29,43.94,0.7,1.2,8.93,0.27,0.54,
2026.7.7,niijima,1,34.36122,139.25633,1,154,154,p,niijiama1-2,2,folded_half,33.95,25.57,679.2,51.14,1358.4,iphone,0.923,1,4.22,17.48,,37.34,48.09,0.66,1.37,7.51,0.22,0.51,
2026.7.7,niijima,1,34.36122,139.25633,1,155,155,s,niijiama1-2,3,folded_half,31.67,24.64,581.7,49.28,1163.4,iphone,0.938,1,32.11,17.92,,28.79,47.75,0.64,1.71,5.5,0.17,0.57,
2026.7.7,niijima,2,34.4126,139.27922,1,156,156,p,niijiama1-2,4,folded_half,27.77,23.62,544.6,47.24,1089.2,iphone,0.838,0,0.1,15.17,,26.25,45.72,0.59,1.8,5.08,0.18,0.55,
2026.7.7,niijima,2,34.4126,139.27922,1,157,157,p,niijiama1-2,5,folded_half,28.7,26.59,575.2,53.18,1150.4,iphone,0.944,0,0.01,18.37,,24.98,52.49,0.54,2.13,4.4,0.15,0.64,
2026.7.7,niijima,2,34.4126,139.27922,2,158,158,p,niijiama1-2,6,folded_half,31.33,25.99,610.6,51.98,1221.2,iphone,0.948,0,0.02,19.39,,26.75,51.14,0.6,1.94,4.4,0.14,0.62,
2026.7.7,niijima,2,34.4126,139.27922,2,159,159,s,niijiama1-2,7,folded_half,29.72,25.15,628.4,50.3,1256.8,iphone,0.882,0,0.03,18.16,,31.33,49.45,0.59,1.61,5.0,0.17,0.61,
2026.7.7,niijima,2,34.4126,139.27922,3,160,160,p,niijiama1-2,8,folded_half,27.86,25.23,525.2,50.46,1050.4,iphone,0.911,0,0.02,17.8,,23.62,49.78,0.55,2.14,2.29,0.08,0.64,
2026.7.7,niijima,2,34.4126,139.27922,3,161,161,p,niijiama1-2,9,folded_half,25.74,21.42,432.2,42.84,864.4,iphone,0.899,0,0.0,16.13,,22.86,43.01,0.6,1.87,3.3,0.13,0.63,
2026.7.7,niijima,2,34.4126,139.27922,4,162,162,s,niijiama1-2,10,folded_half,32.77,30.48,744.8,60.96,1489.6,iphone,0.906,1,25.29,19.95,,30.31,61.47,0.54,2.01,6.33,0.19,0.61,
2026.7.7,niijima,2,34.4126,139.27922,5,163,163,s,niijiama1-2,11,folded_half,29.72,24.55,565.9,49.1,1131.8,iphone,0.939,1,19.17,16.47,,27.6,48.43,0.61,1.78,5.1,0.17,0.55,
2026.7.7,niijima,2,34.4126,139.27922,5,164,164,p,niijiama1-2,12,folded_half,26.33,25.4,535.9,50.8,1071.8,iphone,0.919,1,2.8,15.26,,31.16,48.09,0.52,1.63,4.32,0.16,0.58,
2026.7.7,niijima,2,34.4126,139.27922,6,165,165,p,niijiama1-2,13,folded_half,24.98,23.45,450.1,46.9,900.2,iphone,0.929,1,9.15,15.97,,23.54,46.4,0.53,1.99,4.06,0.16,0.64,
2026.7.7,niijima,2,34.4126,139.27922,7,166,166,s,niijiama1-2,14,folded_half,28.53,23.37,507.3,46.74,1014.6,iphone,0.937,1,18.6,17.89,,26.33,45.72,0.61,1.78,4.57,0.16,0.63,
2026.7.7,niijima,2,34.4126,139.27922,7,167,167,s,niijiama1-2,15,folded_half,27.26,22.44,472.3,44.88,944.6,iphone,0.881,1,31.48,16.33,,26.59,45.97,0.61,1.69,4.66,0.17,0.6,
2026.7.7,niijima,2,34.4126,139.27922,8,168,168,s,niijiama1-2,16,folded_half,24.81,22.69,449.4,45.38,898.8,iphone,0.94,1,20.48,15.93,,26.92,45.04,0.55,1.69,2.88,0.12,0.64,
2026.7.7,niijima,2,34.4126,139.27922,8,169,169,s,niijiama1-2,17,opened_full,32.0,51.39,1378.9,51.39,1378.9,iphone,0.809,1,19.05,16.9,,31.58,32.09,0.62,1.63,10.34,0.32,0.53,
2026.7.7,niijima,2,34.4126,139.27922,9,170,170,p,niijima2,1,folded_half,29.04,25.65,565.9,51.3,1131.8,iphone,0.933,1,23.59,18.51,,29.38,51.05,0.57,1.75,4.91,0.17,0.64,
2026.7.7,niijima,2,34.4126,139.27922,10,171,171,p,niijima2,2,folded_half,29.21,24.13,555.1,48.26,1110.2,iphone,0.928,1,31.52,19.37,,28.96,47.16,0.61,1.67,6.6,0.23,0.66,
2026.7.7,niijima,2,34.4126,139.27922,10,172,172,p,niijima2,3,folded_half,32.09,22.86,544.9,45.72,1089.8,iphone,0.902,1,21.71,16.55,,19.9,46.74,0.7,2.3,5.16,0.16,0.52,
2026.7.7,niijima,2,34.4126,139.27922,11,173,173,p,niijima2,4,folded_half,38.02,31.67,915.7,63.34,1831.4,iphone,0.922,1,1.06,19.04,,33.02,64.52,0.6,1.92,6.03,0.16,0.5,
2026.7.7,niijima,2,34.4126,139.27922,11,175,175,p,niijima2,6a,folded_half,39.88,33.36,940.8,66.72,1881.6,hand,,1,1.5,18.06,split_from_merged_pair,35.56,64.77,0.6,1.88,7.28,0.18,0.45,
2026.7.7,niijima,2,34.4126,139.27922,12,174,174,p,niijima2,5,folded_half,31.24,29.63,676.8,59.26,1353.6,iphone,0.934,1,2.87,17.94,,31.07,58.08,0.53,1.91,4.91,0.16,0.57,
2026.7.7,niijima,2,34.4126,139.27922,13,177,177,p,niijima2,7,folded_half,32.85,26.42,657.5,52.84,1315.0,iphone,0.904,1,3.58,18.8,,27.94,50.38,0.62,1.89,6.18,0.19,0.57,
2026.7.7,niijima,2,34.4126,139.27922,13,176,176,s,niijima2,6b,folded_half,34.51,28.8,756.6,57.6,1513.2,hand,,1,15.81,19.25,split_from_merged_pair,31.67,57.07,0.6,1.82,4.57,0.13,0.56,
2026.7.7,niijima,2,34.4126,139.27922,14,179,179,s,niijima2,9a,folded_half,32.85,29.29,760.0,58.58,1520.0,hand,,1,9.5,18.57,split_from_merged_pair,37.08,57.91,0.56,1.58,4.32,0.13,0.57,
2026.7.7,niijima,2,34.4126,139.27922,14,178,178,p,niijima2,8,folded_half,30.99,29.29,705.5,58.58,1411.0,iphone,0.92,0,0.26,18.81,,33.19,58.76,0.53,1.77,4.57,0.15,0.61,
2026.7.7,niijima,2,34.4126,139.27922,15,181,181,p,niijima2,10,folded_half,31.41,27.35,634.8,54.7,1269.6,iphone,0.909,1,4.09,17.21,,29.8,54.19,0.57,1.84,5.0,0.16,0.55,
2026.7.7,niijima,2,34.4126,139.27922,15,182,182,p,niijima2,11,folded_half,31.24,26.33,623.9,52.66,1247.8,iphone,0.898,1,2.62,17.5,,25.06,52.15,0.59,2.1,7.34,0.23,0.56,
2026.7.7,niijima,2,34.4126,139.27922,16,180,180,s,niijima2,9b,folded_half,29.53,27.23,617.3,54.46,1234.6,hand,,1,10.54,15.23,split_from_merged_pair,30.31,52.24,0.54,1.8,4.15,0.14,0.52,
2026.7.7,niijima,2,34.4126,139.27922,16,183,183,s,niijima2,12,folded_half,27.69,23.71,546.8,47.42,1093.6,iphone,0.931,1,2.4,14.93,,30.48,47.58,0.58,1.56,1.86,0.07,0.54,
2026.7.7,niijima,2,34.4126,139.27922,17,184,184,s,niijima2,13,folded_half,28.87,22.94,493.0,45.88,986.0,iphone,0.939,1,0.64,16.74,,25.4,45.04,0.63,1.81,4.4,0.15,0.58,
2026.7.7,niijima,2,34.4126,139.27922,18,185,185,s,niijima2,14,folded_half,28.53,25.57,533.1,51.14,1066.2,iphone,0.92,1,1.16,17.72,,26.42,50.46,0.56,1.94,5.25,0.18,0.62,
2026.7.7,niijima,2,34.4126,139.27922,18,186,186,s,niijima2,15,folded_half,26.84,23.79,487.5,47.58,975.0,iphone,0.92,1,0.41,15.56,,25.4,46.74,0.56,1.87,4.83,0.18,0.58,
2026.7.7,niijima,2,34.4126,139.27922,19,187,187,s,niijiama2-4,1,folded_half,25.15,20.4,435.1,40.8,870.2,iphone,0.931,1,1.01,8.15,,25.74,40.56,0.62,1.59,3.22,0.13,0.32,
2026.7.7,niijima,2,34.4126,139.27922,20,189,189,s,niijiama2-4,3,folded_half,25.32,17.1,361.7,34.2,723.4,iphone,0.933,0,0.02,13.28,,21.51,33.02,0.74,1.59,5.14,0.2,0.52,
2026.7.7,niijima,2,34.4126,139.27922,20,188,188,s,niijiama2-4,2,folded_half,24.81,19.98,365.5,39.96,731.0,iphone,0.888,0,0.18,12.89,,25.06,39.29,0.62,1.59,3.44,0.14,0.52,
2026.7.7,niijima,3,34.3847936,139.2562102,1,190,190,p,niijiama2-4,4,folded_half,24.98,19.56,401.2,39.12,802.4,iphone,0.943,0,0.05,16.26,,25.74,36.66,0.64,1.52,2.88,0.12,0.65,
2026.7.7,niijima,3,34.3847936,139.2562102,1,191,191,p,niijiama2-4,5,folded_half,27.16,24.61,479.7,49.22,959.4,iphone,0.93,0,0.18,16.04,,24.89,46.23,0.55,1.98,3.56,0.13,0.59,
2026.7.7,niijima,4,34.3733481,139.2634178,1,192,192,s,niijiama2-4,6,folded_half,24.72,19.3,399.0,38.6,798.0,iphone,0.914,1,8.18,15.7,,27.86,33.36,0.64,1.39,4.68,0.19,0.64,
2026.7.7,niijima,4,34.3733481,139.2634178,1,193,193,s,niijiama2-4,7,folded_half,24.55,21.51,457.9,43.02,915.8,iphone,0.905,1,5.62,15.17,,23.03,39.2,0.57,1.87,2.43,0.1,0.62,
2026.7.8,shikine,1,34.3330206,139.2142814,1,194,194,na,shikine1,1,opened_full,19.84,32.55,402.6,32.55,402.6,hand,,0,0.02,,,19.47,16.51,0.61,1.67,6.64,0.33,,
2026.7.8,shikine,1,34.3330206,139.2142814,2,195,195,p,shikine1,2,folded_half,26.84,20.57,381.9,41.14,763.8,iphone,0.833,0,0.0,15.98,,28.96,39.62,0.65,1.42,5.68,0.21,0.6,
2026.7.8,shikine,1,34.3330206,139.2142814,3,196,196,na,shikine1,3,folded_half,23.71,19.56,363.5,39.12,727.0,iphone,0.92,0,0.06,,,23.88,37.25,0.61,1.64,3.3,0.14,,
2026.7.8,shikine,1,34.3330206,139.2142814,3,197,197,p,shikine1,4,opened_full,22.97,40.9,594.9,40.9,594.9,iphone,0.683,0,0.0,13.86,low_iou_match,27.69,40.13,0.56,1.48,4.23,0.18,0.6,
2026.7.8,shikine,1,34.3330206,139.2142814,4,198,198,p,shikine1,5,opened_full,26.5,40.13,730.1,40.13,730.1,iphone,0.609,0,0.0,16.78,low_iou_match,24.47,33.27,0.66,1.64,6.01,0.23,0.63,
2026.7.8,shikine,1,34.3330206,139.2142814,5,199,199,p,shikine1,6,opened_full,43.1,55.71,1304.7,55.71,1304.7,iphone,0.523,1,4.61,17.98,low_iou_match,32.85,45.47,0.77,1.7,10.06,0.23,0.42,
2026.7.8,kozu,1,34.20873,139.13931,1,200,200,p,kozu1,1,opened_full,21.17,29.38,477.4,29.38,477.4,iphone,0.917,1,0.28,12.64,,20.66,28.11,0.72,1.42,3.89,0.18,0.6,
2026.7.8,kozu,1,34.20873,139.13931,1,201,201,p,kozu1,2,opened_full,22.52,28.36,481.7,28.36,481.7,iphone,0.954,1,1.2,15.93,,18.71,28.02,0.79,1.52,4.32,0.19,0.71,
2026.7.8,kozu,1,34.20873,139.13931,2,202,202,s,kozu1,3,opened_full,16.93,25.65,330.5,25.65,330.5,iphone,0.893,1,5.71,10.64,,15.92,24.47,0.66,1.61,2.71,0.16,0.63,
2026.7.8,kozu,1,34.20873,139.13931,3,203,203,s,kozu1,4,opened_full,16.43,28.96,365.3,28.96,365.3,iphone,0.894,1,1.26,11.03,,19.9,26.42,0.57,1.46,3.64,0.22,0.67,
2026.7.8,kozu,1,34.20873,139.13931,3,205,205,p,kozu1,6,opened_full,23.79,31.24,547.3,31.24,547.3,iphone,0.93,1,1.16,14.51,,21.25,30.82,0.76,1.47,5.47,0.23,0.61,
2026.7.8,kozu,1,34.20873,139.13931,4,204,204,s,kozu1,5,opened_full,15.83,23.11,289.9,23.11,289.9,iphone,0.928,0,0.2,11.63,,18.12,20.66,0.68,1.28,3.22,0.2,0.73,
2026.7.8,kozu,1,34.20873,139.13931,5,206,206,s,kozu1,7,opened_full,21.42,30.56,506.9,30.56,506.9,iphone,0.915,1,3.61,12.87,,21.38,29.72,0.7,1.43,3.98,0.19,0.6,
2026.7.8,kozu,1,34.20873,139.13931,6,207,207,p,kozu1,8,opened_full,24.21,31.24,580.0,31.24,580.0,iphone,0.898,1,0.63,14.65,,22.52,30.99,0.77,1.39,4.23,0.17,0.61,
2026.7.8,kozu,1,34.20873,139.13931,6,208,208,s,kozu1,9,opened_full,20.15,27.86,407.6,27.86,407.6,iphone,0.913,0,0.23,14.91,,20.07,27.52,0.72,1.39,3.32,0.16,0.74,
2026.7.8,kozu,1,34.20873,139.13931,7,209,209,s,kozu1,10,opened_full,18.97,27.86,411.4,27.86,411.4,iphone,0.888,1,0.89,12.72,,18.2,26.84,0.68,1.53,3.22,0.17,0.67,
2026.7.9,kozu,2,34.2233,139.13106,1,211,211,p,kozu2,2,opened_full,26.08,41.74,808.3,41.74,808.3,iphone,0.913,0,0.02,16.68,,26.42,33.61,0.62,1.58,6.94,0.27,0.64,
2026.7.9,kozu,2,34.2233,139.13106,1,210,210,p,kozu2,1,opened_full,26.25,41.66,768.6,41.66,768.6,iphone,0.888,1,0.54,16.84,,24.0,24.64,0.63,1.74,7.74,0.29,0.64,
2026.7.9,kozu,2,34.2233,139.13106,2,213,213,p,kozu2,4,opened_full,22.78,43.18,718.0,43.18,718.0,iphone,0.917,0,0.0,13.09,,25.36,26.12,0.53,1.7,6.94,0.3,0.57,
2026.7.9,kozu,2,34.2233,139.13106,3,212,212,s,kozu2,3,opened_full,25.74,40.72,718.7,40.72,718.7,iphone,0.916,1,1.14,15.08,,29.97,13.8,0.63,1.36,9.24,0.36,0.59,
2026.7.9,kozu,2,34.2233,139.13106,3,214,214,p,kozu2,5,opened_full,32.34,45.89,1080.1,45.89,1080.1,iphone,0.914,1,0.24,18.39,,31.16,44.96,0.7,1.47,7.19,0.22,0.57,
2026.7.9,kozu,2,34.2233,139.13106,4,215,215,p,kozu2,6,opened_full,32.43,49.7,1092.3,49.7,1092.3,iphone,0.931,1,0.22,17.33,,28.96,35.64,0.65,1.72,9.25,0.29,0.53,
2026.7.9,kozu,2,34.2233,139.13106,5,216,216,s,kozu2,7,opened_full,26.84,41.49,824.2,41.49,824.2,iphone,0.9,1,1.25,14.96,,29.63,33.23,0.65,1.4,7.97,0.3,0.56,
2026.7.9,kozu,2,34.2233,139.13106,5,217,217,p,kozu2,8,opened_full,26.5,43.43,800.5,43.43,800.5,iphone,0.923,1,0.71,15.0,,27.64,32.94,0.61,1.57,6.16,0.23,0.57,
2026.7.9,kozu,2,34.2233,139.13106,5,218,218,s,kozu2,9,opened_full,27.09,43.69,1005.7,43.69,1005.7,iphone,0.796,1,1.73,15.74,,23.88,42.16,0.62,1.83,5.84,0.22,0.58,
